query,ground_truth_answer,traditional_faithfulness,traditional_answer_relevancy,traditional_context_recall,traditional_context_precision,traditional_entity_recall,modified_faithfulness,modified_answer_relevancy,modified_context_recall,modified_context_precision,modified_entity_recall
What is the name of the mayor who passed off the torch to the first bearer in Argentina?,Mauricio Macri,0.189769298,0.32335344,1,0.08,1,0.189769298,0.32335344,1,0.08,1
Who was the first bearer of the torch in Argentina?,Carlos Espínola.,0.647829354,0.808398664,1,0.095238095,0,0.640453756,0.930886209,0.5,0.142857143,0
What was showered along the route in some places?,confetti,0.151977599,0.200321585,0,0,0,0.41747278,0.555576921,0,0,0
What is the name of the activist who promised peaceful protests?,Jorge Carcavallo,0.456449002,0.803066373,0,0,0,0.491335571,0.556418538,0,0,0
What route was planned for an alternative march?,from the Obelisk to the city hall,0.480204314,0.645836234,0,0,1,0.456758648,0.358944535,0,0,1
What was on the banner that was displayed where the torchbearers would carry the torch?,Free Tibet,0.120773301,0.15226537,0,0,0,0.386027277,0.367511243,0,0,0
What is the name of the protester who said they would not try to extinguish the torch?,Jorge Carcavallo.,0.656386852,0.767314076,0,0,0,0.656386852,0.767314076,0,0,0
Where did the other march travel form and to?,Obelisk to the city hall,0.460759282,0.645515025,0,0,0,0.507853746,0.715512514,0,0,0
What was the name given to the torch carried on the alternative march?,Human Rights Torch.,0.552826762,0.817256331,0,0,0,0.41262126,0.823036969,0,0,0
What did the large banner say that was along the alternative march route?,Free Tibet,0.545818746,0.738773763,0,0,0,0.55179882,0.745508432,0,0,0
What was the unsanctioned alternative relay called?,Human Rights Torch Relay,0.395966589,0.833003104,0,0,0,0.385033906,0.826370358,0,0,0
Who was the outreach director of HRTR?,Susan Prager,0.39236775,0.803355813,1,0.05,0,0.391791523,0.792050719,1,0.05,0
What was the non profit that was funded by Mark Palmer?,Friends of Falun Gong,0.282159746,0.065600172,1,0.052631579,0,0.370834768,0.537986875,1,0.052631579,0
Which footballer decided to not be a torchbearer because of the controversy?,Diego Maradona,0.550317228,0.488326013,0,0,0,0.166187137,0.14976792,0,0,0
How many police officers were in place to avoid controversy along the torch route?,1200,0.646005869,0.824315965,0,0,1,0.360312402,0.158753812,0,0,1
What was thrown to try and put out the flame?,water balloons,0.535219789,0.632980227,0,0,0,0.53894335,0.485641092,0,0,0
What is Susan Prager communication director of?,Friends of Falun Gong,0.358486593,0.74608326,0,0,0,0.869442165,0.690220654,1,0.125,0
What football star backed out due to relay controversy?,Diego Maradona,0.215483516,0.430027217,0,0,0,0.215483516,0.430027217,0,0,0
How many police officers were part of the security operative?,1200,0.070100024,0.135950655,0,0,1,0.295050174,0.135950655,0,0,1
What was tossed at the torch trying to put it out?,water balloons,0.569035232,0.815569401,0,0,0,0.038766444,0.198127359,0,0,0
The protests were considered to be overall what in nature?,peaceful,0.463674128,0.764090538,0,0,0,0.544080734,0.297134936,0,0,0
Where was the only African destination for the torch?,Dar es Salaam,0.026814207,0.068808518,0,0,0,0.611557603,0.309140027,0,0,1
When did the torch arrive in Dar es Salaam?,Apr-13,0.627850533,0.876214027,0,0,1,0.627850533,0.876214027,0,0,1
Where did the route start for the torch in Dar es Salaam?,the TAZARA Railway,0.514038563,0.760315955,0,0,0,0.579894185,0.73842603,0,0,0
Where was the solitary place the relay was held in Africa?,Dar es Salaam,0.456980169,0.429096103,1,0.034482759,0,0.44599247,0.441620111,1,0.034482759,0
What is the name of the railway where the Olympic torch relay began in Africa?,TAZARA,0.619170308,0.720107615,0.5,0.03125,0,0.264455616,0.840176284,0,0,0
Where did the relay terminate in Africa?,Benjamin Mkapa National Stadium,0.501229703,0.733477354,1,0.03125,0,0.56695652,0.253448248,0,0,0
What country paid for the stadium through aid money?,China,0.135808393,0.293159276,0,0,0,0.345835388,0.783844411,0,0,0
Who it the torch in Africa?,Vice-President Ali Mohamed Shein.,0.496307373,0.722754478,1,0.033333333,0,0.475532711,0.647655666,1,0.033333333,0
Which Middle East location was the only area the torch visited?,Muscat,0.09469232,0.124219626,0,0,1,0.09469232,0.124219626,0,0,1
When did the torch arrive in Muscat?,Apr-14,0.174609989,0.200482205,1,0.035714286,1,0.338024914,0.145819366,0,0,0
Which actress carried the torch for part of the route?,Sulaf Fawakherji,0.598072052,0.564837217,0,0,0,0.595949769,0.563281596,0,0,0
Where was the only place the Olympic torch was carried in the Middle East?,Muscat,0.10025613,0.163567185,1,0.068965517,1,0.10025613,0.163567185,1,0.068965517,1
How far was the relay route in kilometers in the Middle East?,20,0.276795387,0.516876936,1,0.028571429,0,0.583082199,0.562992096,0,0,0
What is the name of the Syrian actress who was one to bear the torch?,Sulaf Fawakherji.,0.230491653,0.255199522,1,0.035714286,0,0.230491653,0.255199522,1,0.034482759,0
When did the torch arrive in Islamabad?,Apr-16,0.690187335,0.785105288,1,0.066666667,1,0.349761367,0.102357224,0,0,1
Where was an indoor ceremony held since the outdoor relay was cancelled?,Jinnah Stadium,0.46183455,0.464683026,0,0,1,0.58000648,0.578588009,0,0,1
Who spoke at the opening ceremony in Islamabad in addition to President Musharraf?,Prime Minister Yousaf Raza Gillani,0.203074723,0.387040079,0.5,0.0625,1,0.203074723,0.387040079,0.5,0.0625,1
Where did the Olympic torch relay start in Pakistan?,Islamabad,0.767426252,0.884646177,1,0.133333333,1,0.648252845,0.44460386,0,0,0
"Instead of a traditinal relay, where was the track the torch was carried in Pakistan?",Jinnah Stadium.,0.369530857,0.478050917,1,0.066666667,1,0.360541761,0.697502613,0,0,0
When did the torch visit New Delhi?,Apr-17,0.791497231,0.75967139,1,0.034482759,1,0.777952671,0.793700099,1,0.034482759,1
How many runners carried the torch in New Delhi?,70,0.110161424,0.428472579,1,0.045454545,1,0.013359975,0.199868947,1,0.045454545,1
Which football captain did not participate in the relay to show support for Tibet?,Baichung Bhutia,0.598656416,0.484870732,1,0.0625,1,0.586604118,0.488792419,1,0.0625,1
How many torchbearers did not participate because of their concerns with Tibet?,five,0.517511964,0.773190737,1,0.052631579,1,0.576585412,0.688639283,1,0.052631579,1
Where did the torch relay happen in India?,New Delhi,0.767541885,0.791326761,1,0.041666667,1,0.661078513,0.775111794,0,0,0
How long was the route in India in miles?,1.5,0.541092396,0.817745447,1,0.05,0,0.552670777,0.692007899,1,0.05,0
How many bearers of the torch were used in India?,70,0.055522028,0.229449451,1,0.052631579,0,0.355387032,0.185059816,0,0,0
How many bearers decided not to participate?,five,0.487164974,0.50287962,0,0,1,0.379006922,0.771553755,0,0,1
What is the name of the footballer who refused to be a part of the relay?,Baichung Bhutia,0.351120591,0.49007085,0,0,0,0.351120591,0.49007085,0,0,0
The security given to the torch relay in New Delhi is reminiscent of the security of what?,Republic Day celebrations,0.733071387,0.861539006,1,0.066666667,1,0.733071387,0.861539006,1,0.066666667,1
The Chinese presented a list of vulnerable relay locations to who?,Nirupama Sen.,0.702449322,0.867848754,1,0.052631579,0,0.526686907,0.473377168,1,0.052631579,0
Who supposedly cancelled a trip to Beijing in protest?,India's Commerce Minister,0.121315859,0.089290842,1,0.055555556,0.5,0.625582337,0.082630135,0,0,0.5
Who was said to have canceled an official trip to China in protest?,Kamal Nath,0.186716408,0.115307108,0,0,0,0.494337469,0.106698751,0,0,0
At what time in the middle of the night was the diplomat summoned?,2:00 am,0.14079538,0.285964966,0,0,1,0.14079538,0.285964966,0,0,1
The Olympic relay had the same security precautions taken as what other special day?,Republic Day,0.602855682,1,0,0,0,0.633785546,0.827852666,0,0,0
What kind of targets do Republic Day events present as?,terrorist targets.,0.622486949,0.628188133,1,0.066666667,0,0.434239984,0.73453331,1,0.066666667,0
How many people comprised the Tibetan exile community?,"(150, 0)",0.488824517,0.789220989,1,0.0625,0,0.097314939,0.124656461,1,0.0625,0
India refused China's request that the Tibetan exile community be avoided because they said India is what?,a democracy,0.469480723,0.802277446,1,0.130434783,0,0.56052798,0.952146292,1,0.130434783,0
Where is the exiled Tibetan government?,India,0.303638577,0.763205111,1,0.052631579,1,0.844482899,0.848003864,1,0.2,1
How many Tibetan exiles are said to be in India?,"(150, 0)",0.031471916,0.186222345,1,0.086956522,0,0.031471916,0.186222345,1,0.086956522,0
A wholesale ban on what was denied?,protests,0.530810714,0.484554172,0,0,0,0.489246041,0.678187966,0,0,0
What Olympic group was denied by India?,Olympic Holy Flame Protection Unit,0.349681318,0.248469502,0.5,0.0625,0,0.349681318,0.248469502,0.5,0.0625,0
What deteriorated between India and China?,relations,0.467794806,0.791412234,1,0.086956522,0,0.807822943,0.807516813,1,0.285714286,0
Who said they did not support relay interruptions?,the Tibetan government in exile,0.366236299,0.239301324,0,0,0,0.366236299,0.239301324,0,0,0
Who did not want to participate in the relay as 'caged woman'?,Kiran Bedi,0.217225179,0.151813984,0,0,1,0.217225179,0.151813984,0,0,1
Where was Bedi retired from?,Indian Police Service,0.219978124,0.111692041,0,0,0,0.150642827,0.168692231,0,0,0
Which actress decided to not participate on April 15?,Soha Ali Khan,0.439280242,0.166343406,1,0.038461538,1,0.554033518,0.549550414,1,0.038461538,1
When did a protest in Delhi occur to protest against Chinese repression in Tibet?,Apr-16,0.696288049,0.925147891,1,0.15,0,0.699651897,0.766464889,1,0.15,0
What retired police officer refused to carry the torch in India?,Kiran Bedi,0.454698682,0.375439286,0,0,1,0.454698682,0.375439286,0,0,1
What actress removed herself from participation in the relay?,Soha Ali Khan,0.336210787,0.144809261,0,0,1,0.336210787,0.144809261,0,0,1
Where was a protest organized about the Olympic relay in India?,Delhi,0.226324558,0.284434706,0.5,0.047619048,0,0.467701316,0.738606095,0.5,0.047619048,0
Who disbanded the protest in Delhi?,police.,0.484946638,0.895586133,1,0.05,0,0.307615995,0.228587344,0,0,0
The retired police officer said she would not run as what?,caged woman,0.504750252,0.726416588,0,0,0,0.495475501,0.65211761,0,0,0
When did the Olympic torch reach Bangkok?,Apr-18,0.779595733,0.828292906,1,0.066666667,1,0.794913411,0.842824101,1,0.066666667,1
Who is the Green World Foundation chairwoman who refused to participate in the relay?,M.R. Narisa Chakrabongse,0.400654227,0.405442178,0,0,0,0.411099374,0.520674288,0,0,0
The media was told that the Chinese supplied with shirts and transportation?,students,0.03892263,0.066892564,1,0.041666667,0,0.142038167,0.066892564,0,0,0
When did the torch go through Bankok?,Apr-18,0.696955025,0.611502647,0,0,1,0.696955025,0.611502647,0,0,1
The relay route was a little over how many kilometers?,10,0.251419902,0.515905619,0,0,0,0.749477923,0.904464722,0,0,0
Who were told they would be banned from reentering Thailand?,foreign protesters,0.572867751,0.399640918,1,0.04,0,0.401103139,0.298958898,1,0.04,0
What scheduled bearer of the torch boycotted?,Mom Rajawongse Narissara Chakrabongse,0.279310673,0.178258762,0,0,0,0.463871002,0.474244535,0,0,0
When did the torch visit Malaysia?,Apr-21,0.702871144,0.619337499,1,0.038461538,0,0.699259937,0.638859987,1,0.038461538,0
What is the capital city of Malaysia?,Kuala Lumpur,0.398749709,0.840499282,1,0.045454545,1,0.418287247,0.723772705,1,0.045454545,1
Where did the route begin in Malaysia?,Independence Square,0.670288324,0.586827338,1,0.033333333,0,0.25262478,0.092848629,1,0.033333333,0
"Prior to the 2008 games, when did Malaysia last see an Olympic torch relay?",1964,0.739905596,0.861639559,0.666666667,0.095238095,1,0.217569977,0.852182448,0.333333333,0.142857143,0
What is the location of the start of the relay in Malaysia?,Independence Square,0.656738281,0.797873855,1,0.037037037,0,0.656738281,0.797873855,1,0.037037037,0
Where did the relay end in Malaysia?,Petronas Twin Towers.,0.629829705,0.757059216,1,0.038461538,1,0.637979627,0.782928407,1,0.038461538,1
What year was the last torch relay event in Malaysia?,1964,0.713450968,0.834798574,1,0.038461538,1,0.491901875,0.329165399,0,0,0
How many Special Police protected the relay event?,1000,0.370152116,0.511413693,0,0,0,0.339066327,0.24678421,0,0,0
Which supporters protested near the Chinese embassy in Malaysia?,Falun Gong,0.641844034,0.850551069,0.5,0.066666667,0,0.473663837,0.582568645,0.5,0.066666667,0
Supporters of what demonstrated at the Chinese embassy in Malaysia?,Falun Gong,0.383209944,0.445840836,0.5,0.0625,0,0.575760961,0.606071949,0.5,0.0625,0
What were a Japanese family who unveiled a Tibetan flag hit with?,plastic air-filled batons,0.616678178,0.582556248,1,0.166666667,0,0.662383318,0.799228966,1,0.166666667,0
What did the Chinese group yell?,Taiwan and Tibet belong to China.,0.218939275,0.42839092,1,0.066666667,0.333333333,0.688610554,0.720211625,0,0,1
What did Chinese volunteers take from two Malaysian demonstrators?,placards,0.665785789,0.656410873,1,0.125,0,0.470872909,0.388837993,0.333333333,0.25,0
When did the Olympic torch visit Jakarta?,Apr-22,0.779956937,0.724555314,1,0.083333333,0,0.668588221,0.8304075,1,0.333333333,1
Who requested that the original route be cancelled?,the Chinese embassy,0.434319735,0.814694285,0,0,0,0.475423485,0.642936409,0,0,0
"Along with invited people, who were the only other people allowed in the stadium?",journalists,0.318030119,0.639232993,0,0,0,0.58343482,0.794280648,0,0,0
Where did the torch relay begin in Indonesia?,Jakarta,0.675672591,0.860039055,1,0.034482759,1,0.800523877,0.672617316,0,0,1
How many kilometers was the planned route that was cancelled?,20,0.625826478,0.731009364,0,0,0,0.626411498,0.76183778,0,0,0
Why was the first route not taken?,security worries,0.383521885,0.635273159,1,0.043478261,0,0.344020694,0.561726451,1,0.043478261,0
What type of facility was the torch carried at instead.,stadium.,0.638047278,0.600495875,0,0,0,0.697352886,0.696781754,0,0,0
Where did protests occur when non one except invited guests and the press were allowed inside the stadium?,outside the stadium.,0.609001875,0.851674199,0,0,0,0.538887024,0.823108613,0,0,0
When did the torch arrive in Canberra?,Apr-24,0.157878548,0.209869564,1,0.052631579,0,0.157878548,0.209869564,1,0.052631579,0
Who received the flame from Chinese officials in Canberra?,Agnes Shea,0.174837306,0.133028641,1,0.125,1,0.174837306,0.133028641,1,0.125,1
What did Agnes Shea give to the Chinese in return?,a message stick,0.456812978,0.760743022,1,0.1,0,0.270233214,0.396790832,1,0.1,0
Who publicly argued at a press conference?,Australian and Chinese officials,0.53881216,0.275577068,0,0,1,0.683951735,0.2736803,0,0,1
Where was the relay held in Australia?,Canberra,0.755265951,0.761872709,0,0,1,0.755265951,0.761872709,0,0,1
How many kilometers was the route in Australia?,16,0.383980423,0.855171084,0,0,0,0.088370584,0.183411494,0,0,0
What was the location of the beginning of the Olympic torch route in Australia?,Reconciliation Place,0.667653203,0.877394199,0.5,0.043478261,0,0.673642874,0.879591763,0.5,0.043478261,0
Who kept the demonstrators separated?,Australian Federal Police.,0.522084594,0.684609354,0,0,0,0.48365581,0.174437568,0,0,0
What is the name of the Aboriginal elder who received the torch from Chinese officials?,Agnes Shea,0.612184763,0.844509304,1,0.066666667,1,0.612184763,0.844509304,1,0.066666667,1
Who did the Chinese want to deploy to Canberra to protect the flame?,People's Liberation Army personnel,0.357009977,0.278864503,1,0.125,0,0.31728515,0.213444918,1,0.125,0
